輸出品,สินค้าออก,輸出品,สินค้าออก
ウイルスに感染する,ติดไวรัส,ウイルスに感染する,ติดไวรัส
重くする、(競馬)ハンデ,ถ่วงน้ำหนัก,重くする、(競馬)ハンデ,ถ่วงน้ำหนัก
同情する、思いやる,เห็นอกเห็นใจ,同情する、思いやる,เห็นอกเห็นใจ
目ざとい、よく気づく,ตาไว,目ざとい、よく気づく,ตาไว
前置詞,คำบุพบท,前置詞,คำบุพบท
訓練する、指導する,กล่อมเกลา,訓練する、指導する,กล่อมเกลา
約束、誓い,คำมั่น,約束、誓い,คำมั่น
悪口を言う,ปากหมา,悪口を言う,ปากหมา
サインする,เซ็นชื่อ,サインする,เซ็นชื่อ
ありとあらゆる場所に,ทั่วทุกหนแห่ง,ありとあらゆる場所に,ทั่วทุกหนแห่ง
めちゃくちゃ、不器用な,เด๋อ,めちゃくちゃ、不器用な,เด๋อ
スラング,คำแสลง,スラング,คำแสลง
エンジン,เครื่องยนต์,エンジン,เครื่องยนต์
全国,ทั่วประเทศ,全国,ทั่วประเทศ
納豆,เต้าเจี้ยว,納豆,เต้าเจี้ยว
行う、実行する,ปฏิบัติการ,行う、実行する,ปฏิบัติการ
意志,เจตนา,意志,เจตนา
(角度)分、秒,ลิปดา พิลิปดา,(角度)分、秒,ลิปดา พิลิปดา
手短に話す、話を端折る,รวบรัดตัดความ,手短に話す、話を端折る,รวบรัดตัดความ
動作、態度,ท่วงท่า,動作、態度,ท่วงท่า
徹底的な,ถี่ถ้วน,徹底的な,ถี่ถ้วน
悔しい,เจ็บใจ,悔しい,เจ็บใจ
かくれんぼ,เล่นซ่อนหา,かくれんぼ,เล่นซ่อนหา
些細な、下らない,หยุมหยิม,些細な、下らない,หยุมหยิม
調査する,สำรวจ,調査する,สำรวจ
不平等な,เหลื่อมล้ำ,不平等な,เหลื่อมล้ำ
退職金、ボーナス,บำเหน็จ,退職金、ボーナス,บำเหน็จ
思慮する,คำนึงถึง,思慮する,คำนึงถึง
持ち手、ハンドル,ด้าม,持ち手、ハンドル,ด้าม
機会に乗じる,ฉวยโอกาส,機会に乗じる,ฉวยโอกาส
ジンベエザメ,ฉลามวาฬ,ジンベエザメ,ฉลามวาฬ
同盟、共同戦線,แนวร่วม,同盟、共同戦線,แนวร่วม
スライスする,ฝาน,スライスする,ฝาน
解脱する,หลุดพ้น,解脱する,หลุดพ้น
敵,ศัตรู,敵,ศัตรู
呪う,แช่ง,呪う,แช่ง
おっちょこちょい,ซุ่มซ่าม,おっちょこちょい,ซุ่มซ่าม
国立公園,อุทยานแห่งชาติ,国立公園,อุทยานแห่งชาติ
押す,ผลัก,押す,ผลัก
合掌する,ประนมมือไหว้,合掌する,ประนมมือไหว้
吉日,วันฤกษ์ดี,吉日,วันฤกษ์ดี
暴れる,อาละวาด,暴れる,อาละวาด
第六感,สัมผัสที่ 6,第六感,สัมผัสที่ 6
飛行場,ท่าอากาศยาน,飛行場,ท่าอากาศยาน
身体,สังขาร,身体,สังขาร
冷静な,เยือกเย็น,冷静な,เยือกเย็น
虫除け薬,ยากำจัดแมลง,虫除け薬,ยากำจัดแมลง
血統書,ใบเพ็ดดีกรี,血統書,ใบเพ็ดดีกรี
失敗する,พลั้งพลาด,失敗する,พลั้งพลาด
とかげ,กิ้งก่า,とかげ,กิ้งก่า
髭を剃る,โกนหนวด,髭を剃る,โกนหนวด
虹,รุ้งกินน้ำ,虹,รุ้งกินน้ำ
くすぐったい,จักจี้,くすぐったい,จักจี้
友情,มิตรภาพ,友情,มิตรภาพ
象の群れ,โขลง,象の群れ,โขลง
芯、核,แก่นแท้,芯、核,แก่นแท้
犯罪,อาชญากรรม,犯罪,อาชญากรรม
実力が拮抗する,ฝีมือสูสีกัน,実力が拮抗する,ฝีมือสูสีกัน
入札,ประกวดราคา ประมูล,入札,ประกวดราคา ประมูล
包帯,ผ้าพันแผล,包帯,ผ้าพันแผล
外れる、逃げ出す,หลุดออก,外れる、逃げ出す,หลุดออก
民主主義,ประชาธิปไตย,民主主義,ประชาธิปไตย
熱中症,โรคลมแดด,熱中症,โรคลมแดด
予算,งบประมาณ,予算,งบประมาณ
傘をさす,กางร่ม,傘をさす,กางร่ม
没頭する,มัวแต่,没頭する,มัวแต่
入籍する,จดทะเบียนสมรส,入籍する,จดทะเบียนสมรส
あぐらをかく,นั่งขัดสมาธิ,あぐらをかく,นั่งขัดสมาธิ
一生懸命やる,ตั้งอกตั้งใจทำ,一生懸命やる,ตั้งอกตั้งใจทำ
相変わらず,เหมือนเคย เช่นเคย,相変わらず,เหมือนเคย เช่นเคย
手を振る,โบกมือ,手を振る,โบกมือ
翔ぶ,เหิน,翔ぶ,เหิน
乾燥機,เครื่องอบผ้า,乾燥機,เครื่องอบผ้า
地位を奪い取る,ช่วงชิงตำแหน่ง,地位を奪い取る,ช่วงชิงตำแหน่ง
多様性,ความหลากหลาย,多様性,ความหลากหลาย
乱暴な,แข็งกระด้าง,乱暴な,แข็งกระด้าง
同音異義語,คำพ้องเสียง,同音異義語,คำพ้องเสียง
軍楽隊,โยธวาทิต,軍楽隊,โยธวาทิต
色ムラ,สีเพี้ยน,色ムラ,สีเพี้ยน
罰を受ける,ต้องโทษ,罰を受ける,ต้องโทษ
定住する,ปักหลัก,定住する,ปักหลัก
拍手する,ตบมือ,拍手する,ตบมือ
ダラダラ話し続ける,พูดฉอดๆ,ダラダラ話し続ける,พูดฉอดๆ
施設、団体,สถาบัน,施設、団体,สถาบัน
罵り合う,ด่าทอกัน,罵り合う,ด่าทอกัน
地学,ธรณีวิทยา,地学,ธรณีวิทยา
揺する,เขย่า,揺する,เขย่า
落書き,ขีดเขียน,落書き,ขีดเขียน
変身する,แปลงร่าง,変身する,แปลงร่าง
裏口入学金,ค่าแป๊ะเจี๊ยะ,裏口入学金,ค่าแป๊ะเจี๊ยะ
歌ったり歌わなかったり,ดำน้ำ,歌ったり歌わなかったり,ดำน้ำ
目上の、年上の,อาวุโส,目上の、年上の,อาวุโส
工場のライン,สายงาน,工場のライン,สายงาน
違反する,ฝ่าฝืน,違反する,ฝ่าฝืน
消費、燃焼する,เผาผลาญ,消費、燃焼する,เผาผลาญ
謎,ปริศนา,謎,ปริศนา
ずるい、策略的な,มีเล่ห์เหลี่ยม,ずるい、策略的な,มีเล่ห์เหลี่ยม
段階,ชั้นตอน,段階,ชั้นตอน
あやかる ...するのに加わる,พลอย,あやかる ...するのに加わる,พลอย
外面,รูปลักษณ์ภายนอก,外面,รูปลักษณ์ภายนอก
名詞句,นามวลี,名詞句,นามวลี
買う、購入する,จับจ่ายใช้สอย,買う、購入する,จับจ่ายใช้สอย
とても,พอสมควร,とても,พอสมควร
耳の付け根,กกหู,耳の付け根,กกหู
供給,อุปทาน,供給,อุปทาน
臼歯,ฟันกราม,臼歯,ฟันกราม
選択する,เลือกสรร,選択する,เลือกสรร
変態,วิตถาร,変態,วิตถาร
同情する、察する,เห็นใจ,同情する、察する,เห็นใจ
言ったことを守る,รักษาคำพูด,言ったことを守る,รักษาคำพูด
宗教の創始者,ศาสดา,宗教の創始者,ศาสดา
もたもたする,ชักช้า อืดอัด,もたもたする,ชักช้า อืดอัด
〜め,~กว่าปกติเล็กน้อย,〜め,~กว่าปกติเล็กน้อย
絞り,รูรับแสง,絞り,รูรับแสง
受話器,หูโทรศัพท์,受話器,หูโทรศัพท์
法典,ประมวลกฎหมาย,法典,ประมวลกฎหมาย
期限、締め切り,หมดเขต,期限、締め切り,หมดเขต
おごる人、ホスト,เจ้ามือ,おごる人、ホスト,เจ้ามือ
娘などを身売りする,ขัดดอก,娘などを身売りする,ขัดดอก
惜しくも、残念ながら,อย่างน่าเสียดาย,惜しくも、残念ながら,อย่างน่าเสียดาย
麺などを茹でる,ลวก,麺などを茹でる,ลวก
自閉症,โรคออทิซึม,自閉症,โรคออทิซึม
約束の時間を守る,รักษาเวลานัดหมาย,約束の時間を守る,รักษาเวลานัดหมาย
発熱する,ตัวร้อน,発熱する,ตัวร้อน
びしょ濡れ、ベトベト,ชุ่มฉ่ำ,びしょ濡れ、ベトベト,ชุ่มฉ่ำ
既製の、インスタントの,กึ่งสำเร็จรูป,既製の、インスタントの,กึ่งสำเร็จรูป
長い間,เนิ่นนาน,長い間,เนิ่นนาน
雑な、大雑把な,ฉาบฉวย,雑な、大雑把な,ฉาบฉวย
深刻な病状,อาการสาหัส,深刻な病状,อาการสาหัส
刑務所,ตะราง,刑務所,ตะราง
破壊する、壊滅させる,หายนะ,破壊する、壊滅させる,หายนะ
選択する,เลือกสรร,選択する,เลือกสรร
〜の側につく,ฝักใฝ่,〜の側につく,ฝักใฝ่
相変わらず…,ยังคง...อยู่,相変わらず…,ยังคง...อยู่
地方警察署,สถานีตำรวจภูธร,地方警察署,สถานีตำรวจภูธร
角膜,กระจกตา,角膜,กระจกตา
雑草,วัชพืช,雑草,วัชพืช
言葉遣い,ถ้อยคำ,言葉遣い,ถ้อยคำ
もたれかかる、寄りかかる,พิง,もたれかかる、寄りかかる,พิง
漁網,อวน ตาข่าย,漁網,อวน ตาข่าย
合流する,มาบรรจบกัน,合流する,มาบรรจบกัน
あらすじ,พล็อตเรื่อง,あらすじ,พล็อตเรื่อง
火災,อัคคีภัย,火災,อัคคีภัย
出っ歯,ฟันเหยิน,出っ歯,ฟันเหยิน
棄権する,นอนหลับทับสิทธิ์,棄権する,นอนหลับทับสิทธิ์
ソープオペラ,ละครน้ำเน่า,ソープオペラ,ละครน้ำเน่า
未練がない,ไม่มีเยื่อใย,未練がない,ไม่มีเยื่อใย
うやむや、未解決の,คาราคาซัง,うやむや、未解決の,คาราคาซัง
親子の縁を切る,ตัดพ่อตัดลูก,親子の縁を切る,ตัดพ่อตัดลูก
甲羅、やど,กระดอง,甲羅、やど,กระดอง
せっかち,วู่วาม,せっかち,วู่วาม
前世を思い出す,ระลึกชาติ,前世を思い出す,ระลึกชาติ
運勢などを占う,เสี่ยงทาย,運勢などを占う,เสี่ยงทาย
電気のショート,ลัดวงจร ไฟฟ้าช็อต,電気のショート,ลัดวงจร ไฟฟ้าช็อต
厚く塗る,พอก,厚く塗る,พอก
キャベツ,กะหล่ำ,キャベツ,กะหล่ำ
（誘惑、悲しみなど）気持ちを抑える,หักห้ามใจ,（誘惑、悲しみなど）気持ちを抑える,หักห้ามใจ
自分の代わりにするよう頼む,วาน,自分の代わりにするよう頼む,วาน
同じ服を何日も着る,ซักแห้ง,同じ服を何日も着る,ซักแห้ง
ズボン、スカートを履く,นุ่ง,ズボン、スカートを履く,นุ่ง
一般医療,อายุรกรรม,一般医療,อายุรกรรม
物干し竿,ราวตากผ้า,物干し竿,ราวตากผ้า
人身売買,การค้ามนุษย์,人身売買,การค้ามนุษย์
メモする、記録する,จดบันทึก,メモする、記録する,จดบันทึก
教会,โบสถ์,教会,โบสถ์
伐採・採掘などの独占権,สัมปทาน,伐採・採掘などの独占権,สัมปทาน
囲む,ห้อมล้อม,囲む,ห้อมล้อม
研磨する,ขัด,研磨する,ขัด
杖,ไม้เท้า,杖,ไม้เท้า
訴える,ฟ้องร้อง,訴える,ฟ้องร้อง
輪ゴム,หนังยาง,輪ゴム,หนังยาง
賄賂を送る,ติดสินบน,賄賂を送る,ติดสินบน
迫害,ประหัตประหาร,迫害,ประหัตประหาร
弓,คันธนู,弓,คันธนู
事業家,ผู้ประกอบการ,事業家,ผู้ประกอบการ
〜中,ตลอดทั้ง~,〜中,ตลอดทั้ง~
口コミで,แบบปากต่อปาก,口コミで,แบบปากต่อปาก
高価な,ราคาเรือนแสน,高価な,ราคาเรือนแสน
めりめりと,ดังเอี๊ยดอ๊าดๆ,めりめりと,ดังเอี๊ยดอ๊าดๆ
弁当箱,กระอับ,弁当箱,กระอับ
反射,สะท้อง,反射,สะท้อง
祝福する,อวยพร สุขสันต์,祝福する,อวยพร สุขสันต์
ゆりかご、ハンモックがゆれる,เปลไกว,ゆりかご、ハンモックがゆれる,เปลไกว
遅延する,ล่าช้า,遅延する,ล่าช้า
孵化する,ฟักไข่,孵化する,ฟักไข่
大衆、マス〜,มวลชน,大衆、マス〜,มวลชน
ハンセン病,โรคเรื้อน,ハンセン病,โรคเรื้อน
説得する,โน้มน้าว,説得する,โน้มน้าว
高望みする,หวังลมๆแล้งๆ,高望みする,หวังลมๆแล้งๆ
名物,ของขึ้นชื่อ,名物,ของขึ้นชื่อ
ナンセンスだ,เพ้อเจ้อ,ナンセンスだ,เพ้อเจ้อ
飽和脂肪酸,กรดไขมันอิ่มตัว,飽和脂肪酸,กรดไขมันอิ่มตัว
観察する,สังเกต(การณ์),観察する,สังเกต(การณ์)
材料工学,วัสดุศาสตร์,材料工学,วัสดุศาสตร์
母国,บ้านเกิดเมืองนอน,母国,บ้านเกิดเมืองนอน
鉱山,เหมืองแร่,鉱山,เหมืองแร่
降参する,ศิโรราบ,降参する,ศิโรราบ
ホイッスル,นกหวีด,ホイッスル,นกหวีด
百科事典,สารานุกรม,百科事典,สารานุกรม
記述式問題,ข้อสอบอัตนัย,記述式問題,ข้อสอบอัตนัย
予言する,ทำนาย,予言する,ทำนาย
とって付き網,กระช้อน,とって付き網,กระช้อน
いぶす,รม,いぶす,รม
コンパクトな,กะทัดรัด,コンパクトな,กะทัดรัด
年金,เงินบำนาญ,年金,เงินบำนาญ
青二才、未熟,อ่อนหัด,青二才、未熟,อ่อนหัด
牙,เขี้ยว,牙,เขี้ยว
広がる、分散する,กระจาย,広がる、分散する,กระจาย
機械を稼働する,เดินเครื่อง,機械を稼働する,เดินเครื่อง
炒る,คั่ว,炒る,คั่ว
群衆,ฝุงชน,群衆,ฝุงชน
表面的には,เผินๆ,表面的には,เผินๆ
間近に、すぐ近くに,กระชั้นชิด,間近に、すぐ近くに,กระชั้นชิด
フライパン,กระทะ,フライパン,กระทะ
国債,พันธบัตร,国債,พันธบัตร
発券する,ออกตั๋ว,発券する,ออกตั๋ว
天井,เพดาน,天井,เพดาน
付け根,โคน,付け根,โคน
巨大な,มหึมา,巨大な,มหึมา
支える、維持する,ค้ำจุน,支える、維持する,ค้ำจุน
寺院,วัดวาอาราม,寺院,วัดวาอาราม
電圧、電位差,ความต่างศักย์,電圧、電位差,ความต่างศักย์
海賊版,แผ่นผี,海賊版,แผ่นผี
ホームドア,ประตูกั้นชานชาลา,ホームドア,ประตูกั้นชานชาลา
市場に供給する,ป้อนตลาด,市場に供給する,ป้อนตลาด
放射性,กัมมันตภาพรังสี,放射性,กัมมันตภาพรังสี
(水の中から) 現れる,ผุด,(水の中から) 現れる,ผุด
覆う、またがる,ครอบคลุมถึง,覆う、またがる,ครอบคลุมถึง
近くの、現地の,ใกล้เคียง,近くの、現地の,ใกล้เคียง
危機、ピンチ,วิกฤตการณ์,危機、ピンチ,วิกฤตการณ์
固執する,ยืนกราน ยึดติด,固執する,ยืนกราน ยึดติด
攻撃的な,ก้าวร้าว,攻撃的な,ก้าวร้าว
淑女,กุลสตรี,淑女,กุลสตรี
持ちこたえている,ดำรงอยู่,持ちこたえている,ดำรงอยู่
水鉄砲,ปืนฉีดน้ำ,水鉄砲,ปืนฉีดน้ำ
ぶつかる、打ち付ける,กระทบ,ぶつかる、打ち付ける,กระทบ
周りの人,คนรอบข้าง,周りの人,คนรอบข้าง
宇宙,จักรวาล,宇宙,จักรวาล
迷路,เขาวงกต,迷路,เขาวงกต
孤独に思う,ว้าเหว่,孤独に思う,ว้าเหว่
横隔膜,กะบังลม,横隔膜,กะบังลม
社会的地位,ฐานะทางสังคม,社会的地位,ฐานะทางสังคม
席を譲る,ลุกให้นั่ง,席を譲る,ลุกให้นั่ง
習慣,ประเพณี,習慣,ประเพณี
実験する,ทำแลป,実験する,ทำแลป
産地,แหล่งกำเนิด,産地,แหล่งกำเนิด
あらゆる点で,รอบด้าน,あらゆる点で,รอบด้าน
政略結婚,คลุมถุงชน,政略結婚,คลุมถุงชน
ニヤニヤする、ペロペロキャンディ,อมยิ้ม,ニヤニヤする、ペロペロキャンディ,อมยิ้ม
肝を冷やす、気持ちいい,เสียว,肝を冷やす、気持ちいい,เสียว
平均,เฉลี่ย,平均,เฉลี่ย
屋内,ในร่ม,屋内,ในร่ม
残酷な、残虐な,อำมหิต,残酷な、残虐な,อำมหิต
省,กระทรวง,省,กระทรวง
頼る、依存する,พึ่งพา,頼る、依存する,พึ่งพา
くじら,ปลาวาฬ,くじら,ปลาวาฬ
くわ,จอบ,くわ,จอบ
追い越す、割り込む,แซง,追い越す、割り込む,แซง
すっかり、完全に,โดยสิ้นเชิง,すっかり、完全に,โดยสิ้นเชิง
〜し損なう、機会を逃す,อด,〜し損なう、機会を逃す,อด
周辺の,โดยรอบ,周辺の,โดยรอบ
押さえつける,ข่มขี่,押さえつける,ข่มขี่
裏切る,หักหลัง ทรยศ,裏切る,หักหลัง ทรยศ
口内炎,ร้อนใน,口内炎,ร้อนใน
大事な点,สาระสำคัญ,大事な点,สาระสำคัญ
対角線,เส้นทแยงมุม,対角線,เส้นทแยงมุม
尊敬する場所,ปูชนียสถาน,尊敬する場所,ปูชนียสถาน
前置きする,เกริ่นนำ,前置きする,เกริ่นนำ
子音,พยัญชนะ,子音,พยัญชนะ
文句のない、完璧な,ไม่มีที่ติ,文句のない、完璧な,ไม่มีที่ติ
発音,สำเนียง,発音,สำเนียง
不良,เด็กแว้น สก๊อย,不良,เด็กแว้น สก๊อย
不妊の,เป็นหมัน,不妊の,เป็นหมัน
わなにはまる,ติดกับดัก,わなにはまる,ติดกับดัก
恨みを持つ,ผูกใจเจ็บ,恨みを持つ,ผูกใจเจ็บ
敬虔な,ความศรัทธาแรงกล้า,敬虔な,ความศรัทธาแรงกล้า
クラゲ,แมงกะพรุน,クラゲ,แมงกะพรุน
水銀温度計,ปรอทวัดไข้,水銀温度計,ปรอทวัดไข้
泥酔する,เมาปลิ้น เมาแอ๋,泥酔する,เมาปลิ้น เมาแอ๋
谷、盆地,หุบเขา หุบเหว,谷、盆地,หุบเขา หุบเหว
相対性理論,ทฤษฎีสัมพัทธภาพ,相対性理論,ทฤษฎีสัมพัทธภาพ
ตัวเอง,เตง,ตัวเอง,เตง
薄暗い,มืดมน,薄暗い,มืดมน
見た目で惹きつける,ล่อตาล่อใจ,見た目で惹きつける,ล่อตาล่อใจ
敬称,คำนำหน้าชื่อ,敬称,คำนำหน้าชื่อ
首長、元首,ประมุข,首長、元首,ประมุข
追加の,เพิ่มเติม,追加の,เพิ่มเติม
司法解剖,ชันสูตรพลิกศพ,司法解剖,ชันสูตรพลิกศพ
面接,สัมภาษณ์,面接,สัมภาษณ์
柵,รั้ว,柵,รั้ว
食糧,เสบียง,食糧,เสบียง
オリジナルの、初期の,ดั้งเดิม,オリジナルの、初期の,ดั้งเดิม
TPO,กาลเทศะ,TPO,กาลเทศะ
生意気な,แก่แดด,生意気な,แก่แดด
憲法,รัฐธรรมนูญ,憲法,รัฐธรรมนูญ
振る、スイングする,แกว่ง,振る、スイングする,แกว่ง
(望遠鏡など)観察する,ส่อง,(望遠鏡など)観察する,ส่อง
…と仲良くしない,ไม่ญาติดีกับ…,…と仲良くしない,ไม่ญาติดีกับ…
破壊活動をする,ก่อวินาศกรรม,破壊活動をする,ก่อวินาศกรรม
頭を下げる,ก้ม,頭を下げる,ก้ม
マイナスドライバー,ไขควงปากแบน,マイナスドライバー,ไขควงปากแบน
主催者,เจ้าภาพ,主催者,เจ้าภาพ
養育費,ค่าเลี้ยงดู,養育費,ค่าเลี้ยงดู
手段、方法,มาตรการ,手段、方法,มาตรการ
早速,ทันทีทันใด,早速,ทันทีทันใด
人影が少ない,เปลี่ยว,人影が少ない,เปลี่ยว
複素数,จำนวนเชิงซ้อน,複素数,จำนวนเชิงซ้อน
アスファルト,ยางมะตอย,アスファルト,ยางมะตอย
どうぞ(仏語),นิมนต์,どうぞ(仏語),นิมนต์
目をつける,หมายตา,目をつける,หมายตา
苦労して働く,ตรากตรำ,苦労して働く,ตรากตรำ
知的な,ชาญฉลาด,知的な,ชาญฉลาด
〜に当たる,ตรงกับ,〜に当たる,ตรงกับ
止める、阻止する,ระงับ,止める、阻止する,ระงับ
檻,กรง,檻,กรง
全てのもの,สรรพสิ่ง,全てのもの,สรรพสิ่ง
消毒する,ฆ่าเชื้อโรค,消毒する,ฆ่าเชื้อโรค
相対する、対面する,เผชิญ,相対する、対面する,เผชิญ
徴収する,เรียกเก็บ,徴収する,เรียกเก็บ
打撲傷,แผลฟกช้ำ,打撲傷,แผลฟกช้ำ
打ち合わせる、協議する,หารือ,打ち合わせる、協議する,หารือ
闇の権力,อำนาจมืด,闇の権力,อำนาจมืด
流入する,หลั่งไหลเข้ามา,流入する,หลั่งไหลเข้ามา
光が差す,สาดส่อง,光が差す,สาดส่อง
運搬、輸送する,ลำเลียง,運搬、輸送する,ลำเลียง
奨励する、促進する,ส่งเสริม,奨励する、促進する,ส่งเสริม
膝の力が抜けてガクッとする,เข่าทรุด,膝の力が抜けてガクッとする,เข่าทรุด
滑走路,ลานบิน,滑走路,ลานบิน
得意な、熟練した,ถนัด,得意な、熟練した,ถนัด
